ID_ELEVE,GENRE,AGE,NIVEAU,ID_PARENT
E05324,m,14,2nde,P4469
E05325,f,11,CM1,P4827
E05326,m,9,1ère,P1007
E05327,f,11,2nde,P4174
E05328,f,13,2nde,P3631
E05329,f,14,CM1,P3975
E05330,f,15,CM2,P1860
E05331,f,14,CM1,P0144
E05332,m,14,1ère,P4882
E05333,m,12,CM1,P0750
E05334,f,8,3ème,P3066
E05335,m,9,CM1,P0572
E05336,m,12,CM1,P0586
E05337,m,11,5ème,P2157
E05338,f,8,4ème,P1177
E05339,m,9,6ème,P2491
E05340,f,13,3ème,P0788
E05341,f,10,CM1,P1175
E05342,f,13,3ème,P4320
E05343,m,10,1ère,P1554
E05344,m,15,CM1,P3972
E05345,f,15,CM2,P0295
E05346,m,14,3ème,P2460
E05347,f,11,6ème,P4520
E05348,f,15,6ème,P0759
E05349,m,14,CM1,P1228
E05350,m,12,4ème,P1767
E05351,f,8,1ère,P0995
E05352,m,9,CM1,P0834
E05353,f,11,2nde,P1252
E05354,f,15,4ème,P4663
E05355,m,15,4ème,P0429
E05356,m,11,2nde,P1250
E05357,m,14,3ème,P3693
E05358,f,15,4ème,P2274
E05359,f,15,2nde,P2436
E05360,m,9,1ère,P0458
E05361,f,11,3ème,P0109
E05362,f,11,4ème,P0612
E05363,m,15,3ème,P4816
E05364,f,14,CM1,P0720
E05365,m,8,Terminale,P1659
E05366,f,14,Terminale,P4361
E05367,m,13,6ème,P3138
E05368,f,9,CM1,P2344
E05369,f,15,6ème,P1000
E05370,m,14,CM1,P1454
E05371,f,10,6ème,P2137
E05372,f,15,1ère,P4031
E05373,m,12,6ème,P1234
E05374,f,15,4ème,P0996
E05375,f,10,CM2,P1737
E05376,f,9,4ème,P3684
E05377,f,15,CM1,P1528
E05378,m,14,2nde,P1275
E05379,m,14,Terminale,P2508
E05380,f,14,CM1,P4119
E05381,m,8,Terminale,P1514
E05382,m,8,6ème,P2270
E05383,f,9,Terminale,P1288
E05384,f,10,1ère,P0731
E05385,f,14,2nde,P3614
E05386,f,9,1ère,P2520
E05387,f,8,5ème,P4625
E05388,f,14,CM2,P2225
E05389,m,11,6ème,P4666
E05390,f,13,6ème,P2252
E05391,f,10,3ème,P1264
E05392,f,10,6ème,P4941
E05393,m,13,5ème,P0749
E05394,f,10,CM1,P0394
E05395,f,12,CM1,P4551
E05396,f,11,1ère,P2294
E05397,f,9,CM1,P1758
E05398,m,8,5ème,P4403
E05399,f,11,5ème,P0491
E05400,m,13,2nde,P0077
E05401,m,10,1ère,P2745
E05402,f,13,CM2,P1338
E05403,m,13,3ème,P1462
E05404,f,10,Terminale,P2930
E05405,f,13,6ème,P0182
E05406,m,14,4ème,P3920
E05407,f,10,1ère,P0969
E05408,m,15,3ème,P3554
E05409,f,13,5ème,P4572
E05410,m,11,6ème,P2986
E05411,m,10,CM2,P0851
E05412,m,13,4ème,P4237
E05413,f,13,CM2,P2153
E05414,m,12,Terminale,P0122
E05415,f,13,2nde,P3217
E05416,m,10,3ème,P0433
E05417,m,12,CM1,P1268
E05418,m,8,CM1,P0943
E05419,f,15,5ème,P3407
E05420,f,9,Terminale,P2033
E05421,m,9,6ème,P0318
E05422,m,13,1ère,P1973
E05423,m,8,3ème,P4955
E05424,f,14,4ème,P1999
E05425,m,8,3ème,P1203
E05426,m,15,CM2,P4647
E05427,f,9,1ère,P1094
E05428,f,9,3ème,P4733
E05429,m,10,1ère,P1238
E05430,m,8,CM1,P1761
E05431,m,9,4ème,P1648
E05432,m,10,Terminale,P4263
E05433,m,13,CM2,P4195
E05434,m,15,CM1,P0067
E05435,f,10,4ème,P2458
E05436,f,12,4ème,P4563
E05437,f,8,2nde,P4069
E05438,f,8,2nde,P1665
E05439,f,11,CM1,P1609
E05440,m,9,Terminale,P3379
E05441,m,9,3ème,P0393
E05442,f,13,2nde,P3032
E05443,m,15,5ème,P3333
E05444,f,8,4ème,P2515
E05445,m,12,5ème,P3361
E05446,f,12,3ème,P4524
E05447,f,13,4ème,P0330
E05448,m,12,CM1,P3504
E05449,f,8,5ème,P4410
E05450,f,15,3ème,P0023
E05451,m,9,6ème,P4387
E05452,f,15,CM1,P4414
E05453,f,10,CM2,P1231
E05454,m,11,1ère,P4830
E05455,m,15,5ème,P3329
E05456,f,8,CM2,P2589
E05457,f,12,6ème,P1184
E05458,f,8,CM2,P0952
E05459,f,15,5ème,P1237
E05460,f,15,CM1,P0033
E05461,f,11,CM2,P2048
E05462,m,12,2nde,P1861
E05463,m,11,6ème,P0478
E05464,m,10,CM2,P3849
E05465,m,15,CM2,P0921
E05466,m,15,3ème,P3475
E05467,f,15,CM1,P1137
E05468,f,11,2nde,P0088
E05469,f,11,Terminale,P0799
E05470,f,10,CM2,P2273
E05471,m,8,CM1,P4539
E05472,m,8,CM1,P1189
E05473,f,12,4ème,P0540
E05474,f,11,3ème,P4328
E05475,f,13,2nde,P0750
E05476,m,14,2nde,P3964
E05477,f,14,Terminale,P1671
E05478,m,13,4ème,P1929
E05479,m,12,CM2,P2683
E05480,f,12,CM2,P2039
E05481,f,8,CM1,P3826
E05482,f,10,1ère,P4302
E05483,m,13,Terminale,P1251
E05484,f,9,Terminale,P2709
E05485,m,14,Terminale,P2479
E05486,f,9,3ème,P1407
E05487,f,14,CM2,P0225
E05488,m,12,CM2,P3489
E05489,f,15,CM2,P4260
E05490,f,14,CM1,P4400
E05491,f,11,CM1,P3750
E05492,f,10,6ème,P1858
E05493,f,12,6ème,P0243
E05494,m,14,3ème,P4622
E05495,f,10,3ème,P4425
E05496,m,15,2nde,P2054
E05497,m,14,4ème,P1479
E05498,f,11,3ème,P2478
E05499,f,13,CM2,P3602
E05500,f,13,CM1,P0300
E05501,f,9,5ème,P4332
E05502,m,8,CM1,P3781
E05503,f,12,3ème,P4664
E05504,f,13,2nde,P2009
E05505,m,9,3ème,P2628
E05506,f,8,3ème,P0575
E05507,m,13,4ème,P4689
E05508,m,9,CM2,P0740
E05509,m,8,Terminale,P2584
E05510,m,12,CM2,P0236
E05511,m,13,CM1,P1870
E05512,m,9,6ème,P3720
E05513,m,10,Terminale,P4024
E05514,m,10,3ème,P4212
E05515,f,11,1ère,P2799
E05516,m,13,Terminale,P0858
E05517,f,13,1ère,P1390
E05518,m,9,1ère,P1908
E05519,m,9,4ème,P3440
E05520,f,10,1ère,P2192
E05521,f,10,1ère,P3167
E05522,m,12,6ème,P0195
E05523,m,9,CM2,P2807
E05524,m,15,2nde,P4577
E05525,m,15,Terminale,P0539
E05526,f,8,Terminale,P1179
E05527,m,11,CM2,P1461
E05528,f,9,5ème,P4574
E05529,m,9,2nde,P0299
E05530,m,11,3ème,P1907
E05531,m,12,CM2,P4051
E05532,f,12,6ème,P0976
E05533,m,9,2nde,P1691
E05534,f,15,6ème,P2497
E05535,m,12,4ème,P1832
E05536,m,12,3ème,P0968
E05537,m,10,4ème,P3959
E05538,m,13,CM1,P1134
E05539,f,15,6ème,P1194
E05540,f,15,1ère,P4834
E05541,m,9,2nde,P0745
E05542,m,11,Terminale,P1777
E05543,m,15,2nde,P4120
E05544,f,15,5ème,P2758
E05545,f,11,CM2,P1456
E05546,m,9,CM1,P3193
E05547,f,15,3ème,P1836
E05548,f,15,3ème,P0733
E05549,f,12,3ème,P3959
E05550,m,11,Terminale,P0452
E05551,m,14,1ère,P0058
E05552,f,9,4ème,P2906
E05553,m,9,CM1,P1324
E05554,f,10,6ème,P3379
E05555,m,14,CM2,P1950
E05556,f,8,CM2,P2381
E05557,m,9,1ère,P2397
E05558,m,9,2nde,P0772
E05559,f,14,Terminale,P4168
E05560,f,8,4ème,P0493
E05561,m,15,CM2,P1621
E05562,m,14,4ème,P3573
E05563,m,11,1ère,P4829
E05564,f,12,CM1,P4377
E05565,f,8,6ème,P1112
E05566,m,15,1ère,P2291
E05567,m,9,Terminale,P3594
E05568,m,13,1ère,P0971
E05569,m,12,CM1,P0636
E05570,f,9,CM1,P4805
E05571,f,13,3ème,P0697
E05572,m,15,2nde,P1036
E05573,f,12,5ème,P0807
E05574,m,12,6ème,P0369
E05575,f,15,CM1,P0660
E05576,m,14,2nde,P0935
E05577,m,15,3ème,P4430
E05578,f,8,Terminale,P3097
E05579,f,14,2nde,P3197
E05580,f,11,4ème,P4904
E05581,m,11,3ème,P2922
E05582,f,8,3ème,P0777
E05583,f,12,4ème,P2622
E05584,m,10,5ème,P0027
E05585,m,14,2nde,P4399
E05586,m,15,CM1,P1342
E05587,m,10,3ème,P0089
E05588,f,13,3ème,P0778
E05589,m,10,2nde,P2098
E05590,f,9,4ème,P2304
E05591,m,15,CM1,P1224
E05592,m,15,3ème,P3052
E05593,f,15,Terminale,P0825
E05594,f,11,Terminale,P3166
E05595,f,11,5ème,P4417
E05596,f,12,6ème,P0216
E05597,f,12,2nde,P1826
E05598,f,14,3ème,P0488
E05599,f,14,Terminale,P0893
E05600,f,9,5ème,P3216
E05601,f,15,3ème,P3176
E05602,f,9,6ème,P4148
E05603,m,14,2nde,P4388
E05604,m,15,CM1,P3668
E05605,f,12,2nde,P4341
E05606,f,15,2nde,P1744
E05607,m,10,1ère,P2901
E05608,m,13,1ère,P1221
E05609,m,8,2nde,P1782
E05610,m,15,CM1,P3946
E05611,f,8,5ème,P2255
E05612,f,15,Terminale,P1520
E05613,f,9,1ère,P0907
E05614,m,9,6ème,P2830
E05615,f,9,3ème,P3312
E05616,f,9,Terminale,P0076
E05617,f,9,3ème,P3985
E05618,f,8,5ème,P4558
E05619,m,15,5ème,P0805
E05620,f,11,CM1,P3600
E05621,f,11,4ème,P1743
E05622,f,9,4ème,P1441
E05623,f,13,CM2,P4153
E05624,m,13,CM2,P1503
E05625,f,9,1ère,P3313
E05626,f,10,5ème,P4718
E05627,f,9,5ème,P4606
E05628,m,15,2nde,P2035
E05629,m,9,Terminale,P1820
E05630,f,10,CM1,P0265
E05631,f,8,4ème,P4785
E05632,f,11,CM2,P1078
E05633,m,11,Terminale,P2114
E05634,f,15,6ème,P2233
E05635,f,10,3ème,P2545
E05636,f,9,4ème,P4611
E05637,m,14,Terminale,P0143
E05638,m,11,2nde,P4257
E05639,f,13,1ère,P4442
E05640,m,8,1ère,P4022
E05641,f,13,CM1,P0394
E05642,f,8,5ème,P2379
E05643,f,14,4ème,P0419
E05644,f,9,4ème,P0410
E05645,f,8,Terminale,P2303
E05646,m,9,Terminale,P2004
E05647,f,10,5ème,P1514
E05648,m,15,6ème,P4246
E05649,f,14,Terminale,P1278
E05650,m,10,1ère,P0601
E05651,m,14,4ème,P1963
E05652,f,9,4ème,P4459
E05653,f,8,Terminale,P3141
E05654,m,14,1ère,P1353
E05655,f,9,6ème,P3771
E05656,f,14,3ème,P2429
E05657,f,14,CM1,P3432
E05658,f,10,3ème,P1710
E05659,f,15,5ème,P4433
E05660,m,8,CM1,P3999
E05661,m,8,CM2,P4071
E05662,f,12,2nde,P3741
E05663,f,12,Terminale,P0041
E05664,f,10,1ère,P3507
E05665,m,9,CM2,P0948
E05666,f,10,4ème,P1858
E05667,f,9,Terminale,P0212
E05668,m,12,1ère,P2014
E05669,f,10,4ème,P1728
E05670,m,10,CM1,P4495
E05671,f,13,2nde,P3854
E05672,f,13,1ère,P3948
E05673,m,11,2nde,P4304
E05674,f,11,5ème,P1917
E05675,m,15,3ème,P4597
E05676,m,11,5ème,P4421
E05677,m,10,CM2,P4053
E05678,m,13,2nde,P0984
E05679,f,13,3ème,P2470
E05680,m,9,CM2,P2599
E05681,f,10,1ère,P3508
E05682,m,11,5ème,P0377
E05683,m,10,5ème,P2340
E05684,m,12,1ère,P1198
E05685,f,9,5ème,P4721
E05686,f,14,2nde,P2584
E05687,m,13,1ère,P4602
E05688,f,8,CM2,P4573
E05689,m,15,2nde,P3102
E05690,f,11,CM1,P2005
E05691,f,15,6ème,P4632
E05692,m,12,CM1,P4464
E05693,m,12,3ème,P0051
E05694,f,8,CM1,P0649
E05695,m,14,6ème,P3851
E05696,m,14,Terminale,P2928
E05697,f,15,4ème,P0651
E05698,m,12,3ème,P4240
E05699,f,13,5ème,P2319
E05700,m,8,CM1,P3010
E05701,m,13,1ère,P4420
E05702,f,13,Terminale,P1662
E05703,m,10,6ème,P2715
E05704,f,15,2nde,P2205
E05705,f,15,5ème,P2474
E05706,f,13,2nde,P1442
E05707,m,11,Terminale,P1546
E05708,f,11,CM2,P3082
E05709,f,12,3ème,P4568
E05710,m,11,6ème,P2850
E05711,m,8,1ère,P3884
E05712,m,9,CM2,P1938
E05713,f,15,6ème,P3221
E05714,m,15,4ème,P3523
E05715,m,12,2nde,P0888
E05716,f,15,3ème,P1588
E05717,f,9,Terminale,P2298
E05718,f,9,4ème,P1068
E05719,m,13,1ère,P3772
E05720,m,12,3ème,P2897
E05721,m,12,6ème,P1430
E05722,f,8,1ère,P1498
E05723,m,13,CM1,P1450
E05724,f,14,CM2,P4012
E05725,m,9,1ère,P3249
E05726,f,13,5ème,P0082
E05727,f,14,CM2,P3572
E05728,f,14,3ème,P4846
E05729,m,12,Terminale,P1624
E05730,m,8,5ème,P0392
E05731,m,11,3ème,P3118
E05732,m,15,CM1,P4370
E05733,m,15,2nde,P4285
E05734,f,13,2nde,P2708
E05735,m,8,3ème,P4146
E05736,f,15,3ème,P3379
E05737,m,14,Terminale,P0295
E05738,f,10,2nde,P4878
E05739,m,8,5ème,P2633
E05740,m,10,CM1,P1338
E05741,f,14,6ème,P4235
E05742,m,9,4ème,P3968
E05743,f,10,4ème,P3471
E05744,m,10,6ème,P2652
E05745,f,14,5ème,P0417
E05746,f,12,5ème,P0105
E05747,m,13,CM2,P3626
E05748,f,12,6ème,P0986
E05749,m,11,CM1,P4846
E05750,f,14,1ère,P2873
E05751,f,9,3ème,P0468
E05752,f,12,1ère,P0231
E05753,m,13,5ème,P4602
E05754,m,13,1ère,P3560
E05755,f,15,2nde,P4973
E05756,m,15,1ère,P1439
E05757,m,8,2nde,P0602
E05758,f,11,CM2,P1144
E05759,f,14,1ère,P3061
E05760,m,15,CM1,P4799
E05761,m,8,3ème,P3728
E05762,f,12,CM2,P0763
E05763,m,13,3ème,P1026
E05764,f,15,1ère,P1834
E05765,m,14,CM1,P0267
E05766,m,12,6ème,P4255
E05767,f,15,3ème,P3640
E05768,m,14,6ème,P3682
E05769,m,10,2nde,P3723
E05770,f,14,2nde,P3522
E05771,f,9,5ème,P2086
E05772,m,15,Terminale,P0868
E05773,m,14,2nde,P3282
E05774,m,13,5ème,P0557
E05775,m,10,6ème,P2256
E05776,m,14,1ère,P3465
E05777,m,10,Terminale,P1694
E05778,m,10,1ère,P0034
E05779,f,10,Terminale,P2961
E05780,m,14,1ère,P2176
E05781,f,12,5ème,P4178
E05782,f,11,4ème,P0299
E05783,f,9,1ère,P2379
E05784,m,8,CM1,P2112
E05785,f,11,3ème,P3447
E05786,f,11,5ème,P2113
E05787,m,10,4ème,P0372
E05788,m,10,6ème,P4275
E05789,f,15,1ère,P2759
E05790,m,14,2nde,P3434
E05791,f,14,2nde,P2283
E05792,f,12,Terminale,P0909
E05793,m,12,5ème,P0627
E05794,m,8,4ème,P4494
E05795,m,15,1ère,P3520
E05796,f,13,6ème,P2144
E05797,f,9,4ème,P0967
E05798,f,15,4ème,P2882
E05799,m,8,CM1,P1286
E05800,m,12,3ème,P3023
E05801,m,13,1ère,P4394
E05802,m,14,CM2,P2798
E05803,f,15,6ème,P1374
E05804,f,15,6ème,P0673
E05805,m,10,1ère,P1484
E05806,f,10,3ème,P3333
E05807,m,10,1ère,P4116
E05808,m,9,2nde,P2870
E05809,m,15,CM2,P4123
E05810,f,11,3ème,P2567
E05811,f,9,5ème,P1216
E05812,m,12,4ème,P4659
E05813,f,13,Terminale,P1556
E05814,f,13,5ème,P3728
E05815,f,8,4ème,P0472
E05816,m,10,2nde,P2528
E05817,m,12,2nde,P3719
E05818,m,12,CM1,P4124
E05819,m,10,CM2,P2514
E05820,m,10,Terminale,P0935
E05821,f,12,CM1,P0335
E05822,m,14,4ème,P3436
E05823,m,11,CM2,P2776
E05824,f,12,Terminale,P3189
E05825,f,11,4ème,P3185
E05826,m,12,Terminale,P1165
E05827,m,12,4ème,P2484
E05828,m,8,5ème,P3770
E05829,f,15,Terminale,P1611
E05830,m,15,3ème,P3337
E05831,f,11,4ème,P2543
E05832,m,11,1ère,P2780
E05833,m,8,1ère,P3371
E05834,m,15,CM2,P0232
E05835,m,12,CM1,P2937
E05836,f,9,6ème,P3776
E05837,f,14,4ème,P3526
E05838,m,12,Terminale,P3888
E05839,m,10,4ème,P3142
E05840,f,14,2nde,P2811
E05841,m,8,4ème,P3989
E05842,m,9,Terminale,P3104
E05843,m,11,CM2,P1786
E05844,m,13,2nde,P2619
E05845,f,9,CM1,P1938
E05846,f,15,4ème,P3970
E05847,f,8,CM2,P0002
E05848,m,10,5ème,P3143
E05849,m,15,CM2,P0290
E05850,m,13,1ère,P2337
E05851,m,15,CM2,P3076
E05852,m,14,5ème,P0140
E05853,f,10,CM1,P3278
E05854,m,8,3ème,P3331
E05855,f,11,1ère,P2680
E05856,f,10,CM2,P0353
E05857,f,8,4ème,P2112
E05858,m,12,CM2,P2617
E05859,f,13,CM1,P1647
E05860,m,11,Terminale,P0043
E05861,m,13,Terminale,P1397
E05862,f,15,1ère,P4213
E05863,f,9,Terminale,P0294
E05864,f,13,CM1,P3627
E05865,f,14,3ème,P2029
E05866,m,11,1ère,P2578
E05867,m,9,4ème,P0010
E05868,m,13,2nde,P4146
E05869,f,8,5ème,P0482
E05870,m,12,Terminale,P1137
E05871,f,12,1ère,P0811
E05872,m,13,5ème,P4344
E05873,f,12,1ère,P1126
E05874,f,9,5ème,P0695
E05875,f,9,1ère,P4588
E05876,f,10,CM1,P1487
E05877,m,15,CM1,P0137
E05878,m,12,4ème,P2817
E05879,m,11,4ème,P4301
E05880,m,12,6ème,P3139
E05881,m,11,5ème,P4350
E05882,f,9,1ère,P1003
E05883,f,15,CM1,P0855
E05884,m,12,4ème,P0287
E05885,m,14,4ème,P2035
E05886,f,12,6ème,P1293
E05887,m,10,Terminale,P1933
E05888,f,15,CM1,P4427
E05889,m,14,CM2,P1483
E05890,m,15,3ème,P3010
E05891,f,8,5ème,P3323
E05892,m,8,1ère,P0702
E05893,m,12,6ème,P3208
E05894,m,8,2nde,P3093
E05895,f,10,5ème,P1031
E05896,f,13,CM2,P2703
E05897,f,14,Terminale,P0919
E05898,m,15,1ère,P0454
E05899,f,13,2nde,P1963
E05900,f,10,6ème,P0016
E05901,m,12,4ème,P3670
E05902,f,12,5ème,P4773
E05903,f,14,Terminale,P0183
E05904,m,10,CM2,P2811
E05905,f,15,Terminale,P3611
E05906,f,9,6ème,P2485
E05907,f,9,CM1,P1520
E05908,m,10,1ère,P1019
E05909,m,13,4ème,P4660
E05910,f,15,3ème,P3833
E05911,f,9,Terminale,P1956
E05912,m,12,2nde,P1273
E05913,f,15,6ème,P2462
E05914,m,12,Terminale,P3200
E05915,f,10,2nde,P1362
E05916,m,12,5ème,P1381
E05917,m,13,4ème,P3209
E05918,m,15,Terminale,P2749
E05919,m,10,Terminale,P4001
E05920,m,12,5ème,P1380
E05921,m,11,3ème,P1013
E05922,f,13,4ème,P4172
E05923,m,9,3ème,P0759
E05924,m,11,1ère,P2721
E05925,f,14,3ème,P0954
E05926,f,15,5ème,P1858
E05927,m,10,CM1,P3990
E05928,m,14,Terminale,P3112
E05929,m,12,CM1,P0687
E05930,f,11,CM2,P0970
E05931,m,9,2nde,P4480
E05932,m,15,1ère,P0298
E05933,m,14,Terminale,P3472
E05934,m,13,Terminale,P0496
E05935,m,8,CM1,P3271
E05936,f,8,CM2,P4423
E05937,m,11,CM2,P0726
E05938,m,11,6ème,P0118
E05939,m,11,1ère,P4396
E05940,m,12,4ème,P2857
E05941,f,11,6ème,P3919
E05942,m,12,1ère,P3544
E05943,f,8,CM1,P4195
E05944,m,8,4ème,P4849
E05945,f,13,6ème,P4306
E05946,f,8,1ère,P3220
E05947,f,11,1ère,P2129
E05948,f,10,4ème,P2359
E05949,m,11,2nde,P1440
E05950,f,11,CM1,P0057
E05951,f,9,CM2,P4860
E05952,m,15,6ème,P2154
E05953,f,11,5ème,P0881
E05954,m,8,CM2,P2253
E05955,m,12,5ème,P0291
E05956,m,8,CM2,P2364
E05957,f,15,1ère,P4315
E05958,f,12,6ème,P1018
E05959,f,12,CM1,P2190
E05960,f,13,CM1,P0624
E05961,m,8,4ème,P0887
E05962,f,12,CM2,P1360
E05963,f,11,3ème,P0329
E05964,f,12,5ème,P3107
E05965,m,11,5ème,P2238
E05966,f,12,CM2,P2909
E05967,m,13,2nde,P2037
E05968,m,13,4ème,P4463
E05969,m,8,3ème,P1227
E05970,m,8,Terminale,P2786
E05971,m,14,2nde,P4547
E05972,m,9,1ère,P2579
E05973,m,13,3ème,P3622
E05974,f,9,5ème,P1169
E05975,m,15,1ère,P0644
E05976,m,8,6ème,P1603
E05977,f,14,CM2,P0890
E05978,m,13,4ème,P2800
E05979,f,8,1ère,P3510
E05980,m,10,CM2,P2949
E05981,f,8,5ème,P4597
E05982,m,12,6ème,P3422
E05983,m,9,3ème,P4709
E05984,f,14,1ère,P0238
E05985,m,12,Terminale,P0750
E05986,f,11,CM2,P2415
E05987,m,15,CM2,P0804
E05988,f,10,5ème,P2087
E05989,m,11,5ème,P3307
E05990,f,15,CM2,P4792
E05991,m,9,1ère,P0614
E05992,m,8,6ème,P0132
E05993,f,14,CM2,P2829
E05994,f,14,2nde,P2379
E05995,f,8,CM2,P0863
E05996,m,15,CM1,P2052
E05997,m,8,CM1,P2920
E05998,f,9,2nde,P3677
E05999,f,13,1ère,P3818
E06000,m,11,6ème,P0034
E06001,m,12,CM2,P0244
E06002,m,14,5ème,P4292
E06003,f,12,5ème,P4823
E06004,m,8,CM1,P1467
E06005,f,10,1ère,P4263
E06006,f,10,5ème,P4140
E06007,f,13,CM1,P0877
E06008,m,12,5ème,P1314
E06009,f,15,4ème,P3691
E06010,m,13,6ème,P4213
E06011,f,12,4ème,P2573
E06012,m,12,Terminale,P4275
E06013,f,8,3ème,P3324
E06014,f,14,1ère,P2823
E06015,f,12,CM2,P1550
E06016,f,8,2nde,P0421
E06017,f,8,5ème,P4176
E06018,m,11,Terminale,P4158
E06019,m,12,Terminale,P0059
E06020,f,15,3ème,P0308
E06021,m,8,CM2,P0647
E06022,m,9,5ème,P3951
E06023,f,11,2nde,P0223
E06024,m,12,6ème,P2743
E06025,f,15,5ème,P2660
E06026,m,8,Terminale,P0347
E06027,f,8,5ème,P2860
E06028,m,8,CM1,P0479
E06029,m,14,CM2,P1634
E06030,m,11,4ème,P3512
E06031,f,12,3ème,P3808
E06032,f,11,4ème,P0473
E06033,f,8,Terminale,P0166
E06034,m,13,3ème,P1860
E06035,f,10,CM2,P2236
E06036,m,10,3ème,P4494
E06037,m,11,6ème,P0318
E06038,f,10,3ème,P0459
E06039,m,13,4ème,P4852
E06040,f,10,CM2,P4029
E06041,f,12,Terminale,P4348
E06042,m,8,6ème,P4340
E06043,f,13,3ème,P2444
E06044,m,10,6ème,P1845
E06045,m,10,4ème,P2259
E06046,f,10,4ème,P1118
E06047,f,10,Terminale,P1544
E06048,f,10,5ème,P4556
E06049,m,14,CM1,P2254
E06050,f,12,CM2,P1551
E06051,m,13,3ème,P4266
E06052,m,12,4ème,P3020
E06053,m,14,5ème,P1472
E06054,m,13,2nde,P0741
E06055,f,10,6ème,P3107
E06056,m,12,6ème,P0145
E06057,f,14,1ère,P4409
E06058,f,9,3ème,P2901
E06059,f,13,5ème,P4777
E06060,m,9,2nde,P0579
E06061,f,10,6ème,P1874
E06062,f,9,CM1,P3778
E06063,f,8,3ème,P4348
E06064,f,15,2nde,P4024
E06065,f,13,6ème,P3712
E06066,f,12,CM2,P0240
E06067,m,10,3ème,P0061
E06068,f,14,2nde,P0933
E06069,f,11,6ème,P1578
E06070,m,13,CM1,P2412
E06071,f,8,Terminale,P1295
E06072,m,11,4ème,P4943
E06073,m,9,4ème,P1673
E06074,f,9,6ème,P3368
E06075,m,15,3ème,P3789
E06076,f,14,4ème,P3758
E06077,f,12,3ème,P1734
E06078,f,13,CM2,P3838
E06079,f,14,Terminale,P4904
E06080,m,15,2nde,P3180
E06081,m,13,3ème,P2233
E06082,m,11,CM2,P4755
E06083,f,14,CM2,P0237
E06084,m,13,CM2,P4656
E06085,m,9,CM1,P1809
E06086,f,10,CM2,P4537
E06087,f,15,3ème,P4206
E06088,m,15,6ème,P0680
E06089,m,10,2nde,P2562
E06090,f,8,CM2,P1114
E06091,m,15,6ème,P2636
E06092,m,14,6ème,P3657
E06093,m,15,6ème,P0567
E06094,m,15,4ème,P1639
E06095,m,9,CM1,P4909
E06096,f,11,1ère,P0064
E06097,f,11,5ème,P1103
E06098,f,10,3ème,P3392
E06099,m,8,2nde,P2386
E06100,f,10,CM2,P1072
E06101,m,15,Terminale,P2035
E06102,m,11,3ème,P1485
E06103,m,8,CM1,P1842
E06104,m,12,1ère,P1097
E06105,m,15,1ère,P0986
E06106,f,11,Terminale,P1928
E06107,f,10,2nde,P4542
E06108,f,8,4ème,P4614
E06109,f,14,CM1,P3199
E06110,f,14,5ème,P1479
E06111,f,12,CM1,P0364
E06112,m,11,CM1,P1567
E06113,f,9,6ème,P0894
E06114,m,9,5ème,P1131
E06115,f,14,4ème,P1503
E06116,m,8,CM1,P0873
E06117,m,11,CM2,P2389
E06118,m,14,CM2,P2780
E06119,f,13,5ème,P1646
E06120,f,12,6ème,P0950
E06121,m,12,1ère,P4793
E06122,f,13,3ème,P2002
E06123,f,12,3ème,P4844
E06124,f,10,Terminale,P3225
E06125,f,8,4ème,P2978
E06126,m,9,4ème,P4631
E06127,f,13,Terminale,P3522
E06128,m,8,CM2,P0851
E06129,f,10,1ère,P1317
E06130,f,12,4ème,P0845
E06131,m,9,CM2,P1488
E06132,f,11,CM2,P1068
E06133,m,9,6ème,P2818
E06134,f,12,4ème,P0136
E06135,m,14,5ème,P1696
E06136,m,11,1ère,P2583
E06137,f,13,6ème,P1277
E06138,m,11,4ème,P0197
E06139,f,13,2nde,P2154
E06140,m,12,3ème,P0253
E06141,f,12,1ère,P1918
E06142,f,12,Terminale,P2269
E06143,f,14,1ère,P2614
E06144,f,15,4ème,P3254
E06145,f,13,Terminale,P2963
E06146,m,12,CM1,P2540
E06147,m,12,5ème,P4838
E06148,m,8,CM2,P0068
E06149,f,13,CM2,P2804
E06150,m,13,CM2,P4375
E06151,m,12,3ème,P1942
E06152,f,10,2nde,P2235
E06153,f,11,CM1,P2211
E06154,m,13,2nde,P4537
E06155,f,9,4ème,P1093
E06156,m,15,4ème,P0829
E06157,m,15,5ème,P0183
E06158,f,12,5ème,P4663
E06159,m,10,CM1,P1618
E06160,m,11,6ème,P3467
E06161,m,11,CM1,P0882
E06162,m,9,6ème,P3140
E06163,m,10,1ère,P4822
E06164,m,15,1ère,P2185
E06165,m,11,CM2,P0654
E06166,f,11,1ère,P2002
E06167,f,9,2nde,P0637
E06168,f,15,1ère,P0133
E06169,m,8,4ème,P4033
E06170,m,10,CM1,P3017
E06171,f,10,3ème,P1175
E06172,f,10,1ère,P0902
E06173,f,15,1ère,P3520
E06174,m,15,2nde,P1997
E06175,m,9,4ème,P4852
E06176,m,15,2nde,P3424
E06177,f,11,CM1,P0569
E06178,m,13,CM1,P2032
E06179,f,10,4ème,P2972
E06180,m,9,CM1,P0622
E06181,m,9,CM1,P2988
E06182,f,14,2nde,P3004
E06183,m,10,4ème,P1815
E06184,m,12,4ème,P1996
E06185,f,15,Terminale,P1963
E06186,f,15,CM1,P2990
E06187,f,10,4ème,P3282
E06188,f,12,6ème,P2178
E06189,f,11,5ème,P0156
E06190,f,11,5ème,P3786
